  75
  20
        24       338        13         5       303
         2       244        10         7       238
        28       209        14         7       173
         8       323        12         7       299
         2       121         5         9       110
        14       212         7         4       187
        12       272        10         5       257
        10       104        11         2        84
         1        60        13         5        54
        15       255         6         2       239
        21       414         8         5       387
         2        17        14         4         3
        17       229         9         4       207
        23       117         6         9        77
        18       179         5         5       159
        10       432        10         2       409
         8       407         8         5       387
        19        62        13         5        34
        24       508        13         3       475
        18       494        12         4       457
        12       128        11         1        99
        19       216         7         6       188
        28       304        11         6       268
         5       341         6         7       319
        28       248         7         8       212
         1       123        14         9       115
         1       376        13         7       373
        16       495        10         8       465
        18       178         9         9       147
        20       303         6         1       277
        22       434        10         1       399
        12       505        10         8       488
        22       111         5         3        83
        17       412         5         7       386
        24       407         6         6       371
        28       173        10         3       133
        21       210         9         4       184
        25       228        13         4       199
        20       107        10         5        70
        27       460         9         6       415
         7       326        11         8       304
         6       419         6         9       404
        22       466         9         5       432
        23       285         9         9       247
         6       134        11         2       113
        16       207        11         3       185
         6        75        10         5        61
        16       181        12         3       147
        17       406         6         3       383
         9        60         5         8        47
        23       126         5         2        86
        13       115         7         9        98
        18        73        11         2        53
        14       392        10         7       375
        20       444         8         9       423
         6       401        14         5       391
         1       267         5         9       264
        29       422         7         5       387
        26       389        10         8       345
        19       525        10         6       498
        21       484         9         6       455
        26       289        12         9       255
        28       302         5         3       268
        29       188        13         7       153
        14       318         5         3       286
        15       147         7         5       120
         8        78        14         2        58
        29       431        12         6       393
        23       512         5         5       473
        27       149        10         9       107
         1       412         5         6       410
         1       447         6         4       444
        29        95        13         9        49
        28       121         6         7        90
         1       110        10         3        91
End Problem Specification
