  20
  40
        26       167        27         2       139
        19        59        26         6        35
        29       160        22         3       118
        17        91         5         1        56
        11        40        27         8        22
         5        29        37         5         6
        22        55         9         3        14
        12       144        31         7       115
        25       173        25         1       139
        20       150        12         7       119
        14        88        38         3        63
        14        95        15         7        71
         9        88        13         7        63
        24       140         4         1       108
         1       142        24         3       125
        26        58        20         3        15
         1       122        35         5       107
        22       167        30         2       138
        26        63        39         7        32
         4        48        11         8        30
End Problem Specification
