  50
  20
         7        17         1         5         4
        29        64         9         5        31
         5        28         9         2        21
        20        44         9         2        12
        13        35        17         4        20
        15        48        15         1        17
        12        32         1         5         7
        19        53        19         8        25
         1        25        11         6        12
         3        49        18         6        28
        27        67         3         3        24
        11        21        10         3         8
         2        26        12         7         7
        27        51        14         4        16
        14        43         9         5        10
         3        23        14         1        13
        17        38        17         4        19
        29        62         8         6        27
        12        53         3         4        36
         6        19        10         6         9
        19        40        10         5        12
        27        48         6         5        18
        13        67         9         2        42
         4        23         9         7         5
         9        61        15         2        39
         2        38        12         5        32
        24        63        14         3        25
         6        34        10         3        17
        19        68         1         4        44
        20        59        18         9        34
        18        26         2         5         3
        13        41         1         8        24
         2        45         5         5        26
        28        43        13         3         9
        13        45         5         5        19
        15        37         1         4        20
        10        64        14         3        39
        11        66         2         3        42
         7        56         2         1        36
        16        58        11         1        38
         3        45        12         6        31
         4         5        10         8         0
         4        28        18         2         8
        13        35         9         2        17
        17        50         6         6        27
        27        77         2         4        36
        17        74        15         6        46
        14        65         4         6        32
        16        67         1         2        43
        14        53         3         2        21
End Problem Specification
