  20
  20
        29        57         3         8        23
        23        48         9         5        18
        19        40         2         6        16
        24        51         3         9         8
        13        33         6         7         5
        22        53         5         7        13
         7        38         8         5        25
        24        60         5         2        31
         4        34         3         4        18
        10        54         7         8        30
         5        13         8         4         5
        29        62         9         3        19
        22        42         5         8         3
        29        68         1         3        20
         9        31         7         8         6
        24        46         7         8        12
        24        67         5         1        27
         8        51         3         2        24
        12        39         4         4        23
        15        41         9         7        11
End Problem Specification
