  75
  40
        22       241        13         5       212
        19       101        11         4        80
        25       211        19         5       184
         3        45        23         3        39
        28        73        14         6        44
        19        87        21         9        64
        14        63        18         8        46
        28        60        16         9        28
        11        88        16         4        67
         4        88        18         5        76
         3       130        19         6       125
        27       122        22         9        87
         1       180        23         3       160
        18       101        15         7        72
        19       196        19         5       165
         3        71        15         6        62
         7        60        26         9        34
         3       157        17         5       137
        21       166        10         1       138
        22       119        23         1        79
         5       160        10         1       150
        21       151        20         5       123
        22        65        15         9        34
         7       155        15         9       143
        14       212        19         4       184
         4        76        23         8        70
         7       218        21         1       210
        10       224        27         1       206
        12       219        14         7       193
        28       194        16         6       165
         8       141        12         2       128
        18        82        12         5        45
        13       183        14         7       160
        13       182        23         2       150
        25       244        13         4       211
         7       142        23         9       130
        15       272        26         4       242
        22       131        21         8        97
         8       145        13         1       126
        21        82        27         2        46
        11       244        18         4       228
        24        87        25         2        50
        19       270        11         7       245
        25       167        13         9       136
         5        51        11         6        36
         5        53        15         6        34
         3       188        29         7       172
        22       106        16         6        81
         7       186        17         2       166
        25        31        10         3         3
        19       115        13         5        79
        10       246        14         7       222
         1        32        25         9        17
        21       165        18         8       141
        15       110        16         3        83
         6       194        17         6       169
        28       110        27         5        74
        10       129        11         7       102
        29       205        13         4       163
        28       121        16         6        92
         5       263        24         7       239
        18       215        19         7       182
        15        81        22         1        52
        28       131        15         3        95
        28       188        16         9       157
        13       111        20         4        80
        18       125        14         2       101
        20       266        25         9       243
         2        61        21         9        57
        28       264        17         7       225
        26        59        12         8        22
        28        90        20         5        50
        28       277        22         9       236
        23       127        19         8        85
         8       113        19         7        87
End Problem Specification
