  50
  40
        21       217        14         1       185
        29       157        14         9       120
         9       243        14         3       227
        15       191        12         8       160
         3        80        10         7        61
        23       244        25         8       211
         1       328        24         1       310
         7        78        23         6        70
         3        26        25         5        12
        22       220        21         8       193
        24       139        25         9        97
        15       103        24         7        81
        15       109        18         2        76
        17       150        16         8       122
         2       124        10         2       120
        29       252        17         2       220
         4       295        11         8       282
        21       313        12         3       288
        23        72        13         3        46
         1       252        17         4       232
         3       239        10         7       232
         4       176        26         8       162
        17       187        18         3       154
        24       210        29         7       178
         2       209        13         6       188
         8       185        27         2       159
        25        48        19         5         5
        28       362        16         2       324
         1        31        21         3        25
         1        47        29         1        34
         1        88        24         9        75
        29        64        19         4        27
        28       223        12         9       176
        21        29        10         3         6
        27       288        15         9       253
        21       345        18         7       315
        26       260        23         2       228
        16       151        21         9       130
        12       340        21         2       314
        21       192        27         9       164
         3        50        27         9        37
        11       358        11         3       332
        16        48        13         2        20
         7       356        20         6       346
        27       155        11         6       125
        15       216        19         7       192
        15       225        24         1       204
        25       281        11         3       237
        21       253        15         3       226
        28        54        28         2        22
End Problem Specification
