  50
  40
        18        65        18         1        29
        10        38        27         4        27
        19        45        28         8        12
        21        55        26         1        29
        26        42        10         4         3
        21        69        26         8        34
        13        58        20         8        28
        18        20        13         9         0
        26        67        26         1        23
         6        45        27         5        30
         6        53        19         1        29
        25        33        13         6         4
         7        42        20         5        32
        10        52        17         7        23
        16        64        28         3        29
        19        55        26         2        22
         8        20        13         9         2
        22        64        24         5        41
        18        65        10         5        29
         8        23        12         6         2
        17        60        27         1        24
        29        54        26         5        12
         6         9        27         9         2
         6        40        16         6        25
        20        58        15         3        31
        25        67        23         9        32
        18        31        25         9         9
         6        31        11         8        19
         6        51        15         9        40
        29        49        18         9         6
         1        14        12         5         5
        28        48        12         3        11
        28        81        29         1        40
        18        57        13         2        25
        14        32        14         3        10
        13        24        26         2         3
        27        58        17         7        22
         7        20        16         2         8
        13        40        11         7        17
        29        40        29         6         6
        19        47        12         4        18
         3        63        10         5        43
        13        55        14         7        23
        14        50        13         9        18
         7        24        21         4         6
        13        55        12         6        41
        24        58        29         3        25
         8        12        18         6         1
        17        44        11         4        15
        19        45        14         5        12
End Problem Specification
