  50
  20
        11       201         7         4       173
        17       191         9         4       163
         4       285        17         2       270
        21       115        16         9        76
        11       142        15         2       123
        24       248         6         9       205
        16        68         3         6        33
        29       217        11         3       172
         9       234         4         6       219
        16       121         6         2        88
        14       250        19         7       234
        26       259         9         9       230
        17       265         3         2       247
        15        78        14         7        55
        12       169        11         6       151
        20       262         6         6       224
         1        56         5         6        38
        16       209         4         9       176
        25        44         4         4         1
        11       357        19         3       338
        28        74         5         4        43
        24       176         9         7       142
        29        68         8         3        27
        24       195         2         6       162
        22        46         6         9         5
        29       377        10         5       341
        11       307        19         6       282
        28       179        16         9       149
         2        14         9         9         9
         3       150         3         5       142
        27       371        14         4       330
        23       132         3         3        97
        29       248        19         2       206
        14       296         4         9       278
        28       336         1         1       303
        11        33        17         8         6
        12        27        19         3         8
        20        86        13         5        49
        13       223         8         1       194
        18       222        18         8       189
        22       373        13         1       344
        17       128         6         6       104
        19       188         4         2       155
        23       367         9         6       339
        19        52        15         9        27
        25       295        10         1       252
        16       104        14         1        69
         7       191        16         8       166
         5       322        14         3       301
        22       263         4         6       226
End Problem Specification
