  20
  40
        22        49        10         5        18
         6        80         9         4        72
        12        44        10         5        24
        10       103        18         9        78
        12       104         9         6        90
        25       124        13         1        88
         9        56         5         1        37
         9        38        17         9        20
        15        47         5         3        30
         9        20         8         1         9
         9        80        10         1        66
        21        56        19         8        18
        22       109         8         4        80
        25       127         5         2       101
        11        87         9         7        67
         5        66         6         4        42
        26        53        11         3        19
        28        91        18         7        57
        29        91        18         1        51
        24       122         5         5        88
End Problem Specification
