  20
  40
         9        79        26         4        68
         3        34        27         7        12
         6        19        18         7         7
         1        66        11         8        58
         2        46        12         8        42
        16       106        11         3        74
        27        60        24         2        26
         2        56        17         8        48
        11        68        13         9        40
         6        72        23         1        58
        26        44        10         7        10
         2        75        23         2        62
        27        99        14         8        58
        12        65        24         6        45
         5        60        28         9        48
        29        62        24         6        25
        28        97        13         9        58
        28        40        29         2         6
        22        64        25         8        35
        28        89        26         9        54
End Problem Specification
