  75
  40
         1        29        35         2         9
        25        56        10         2        18
        19        49         9         7        25
        23        57         5         5        19
        19        85         9         9        50
        28        62        34         5        31
        14        50         1         4        31
        19        67        36         5        30
        23        55        33         6        15
        23        55        32         4        15
         6        69        33         5        51
         3         9        27         3         0
        29        42         5         3         1
        10        43        30         7        19
         5        63         1         9        50
        21        49        13         5        10
         4        34        18         8        28
         9        13        35         8         3
        10        25        32         9         9
        10        64        32         6        43
        16        72        16         3        39
        24        87        26         4        60
         7        41        13         1        24
         9        59        38         5        45
        11        74        11         1        59
        24        67        11         5        30
        18        89        22         8        58
        12        35        28         3        10
        21        74        20         6        50
        25        42        20         2         1
        16        94         9         6        60
        16        42        30         7         7
        22        75        15         8        43
        28        78         6         1        44
        11        39        17         2        27
         9        41         1         7        25
        25        61        39         4        23
         6        79         1         3        54
         8        30         4         7        14
         9        48        16         8        22
        14        76        39         5        52
        29        39        20         8         7
        22        86        15         7        46
        14        68         6         1        47
        16        84         4         9        60
        14        83         2         4        52
         9        25         5         6         4
        14        51        35         4        34
         5        17        27         7        11
        19        34         4         7         5
        26        76        17         9        49
         6        72        10         8        50
        12        57         3         8        29
         4        19        13         7         0
        12        56        34         3        36
        10        33        25         7        21
         3        63        29         5        53
        27        97        13         6        52
        20        34        24         8         1
         9        44         4         2        32
         8        39        21         4        23
         9        60        36         1        37
        21        83         2         7        43
        17        26        38         7         5
         4        16        38         1         7
        21        52         8         5        28
         2         7         7         6         2
         5        14        11         9         5
        17        67        33         6        36
         4        19        11         2         2
        21        41        25         1        14
        19        69         7         6        46
        26        33        11         2         6
        11        30        33         9        11
        24        77        28         6        52
End Problem Specification
