  75
  20
         8       105         2         8        81
        24        70         4         7        29
        11       122         2         3       105
         7        12         7         3         4
         3        85         4         4        77
         8       111         6         9        86
        24        53         7         7        18
        29       116         2         8        76
        23        63         6         6        32
         1        83         2         2        74
        18       125         2         9        90
         3        38         3         2        25
         6        43         2         9        27
        12       121         8         3       101
         3       129         8         7       118
        25       141         7         6       109
         8        75         3         2        65
        28        40         9         4         6
        13       128         6         8       102
        20        66         8         5        35
        23        38         7         5         5
         1        21         2         3        16
        19        81         4         6        51
        24       103         2         1        64
        25       125         9         6        82
        28        85         3         2        39
         2        77         4         1        60
        24        97         9         3        70
        23       115         7         5        85
        22       142         7         2       112
         7        35         9         5        12
        25       162         1         6       123
         9        55         1         9        33
        16       102         1         7        73
         1        46         5         9        27
         2        37         5         9        21
        24       131         7         4       104
        24        48         5         4        15
         8        76         6         1        58
        12        73         9         1        49
        13        78         2         3        46
         3        53         8         3        32
        23        34         5         4         0
        12       154         5         8       126
        19       115         7         2        85
        16        90         2         1        72
        14       142         2         4       125
         2       152         3         9       132
        18       101         1         7        69
        26        99         1         4        63
        16       117         9         2        95
        27       134         5         1        91
        10        71         2         5        45
         8       128         1         3       119
        29        44         5         5         0
         3        68         8         8        61
        24        54         3         2        29
        20        26         6         1         3
        17       109         6         1        73
         6       125         8         4       116
        25       137         6         5       103
         5       155         5         3       133
        20        74         3         1        43
        15        35         4         8        12
         2       120         9         9       111
         2       148         4         1       132
         4       114         1         9        97
        15        99         4         6        71
        15       114         7         3        94
        22       102         9         5        69
        29       115         8         2        68
        16       132         6         6       113
        22        55         8         7        25
        12        43         6         9        30
        20        72         3         4        40
End Problem Specification
