  50
  40
        23       126        23         4        87
        22        60        35         3        33
         9       128        16         5       109
         5        36         5         1        23
        26        62        15         2        29
        15        72        10         3        38
        19        95         8         4        60
        10        92         9         7        74
        14        54        15         4        21
        15        55        17         3        34
        29       110        28         8        76
        19        85        20         6        58
        22        96        34         1        71
        15       102         9         1        73
        21       100         9         4        61
        12       146        10         8       121
        29       200         2         6       152
        27       116         6         3        78
         1        19         1         3         2
        25       187        24         6       146
        26        47        14         7        14
        13       191        21         6       167
         2       116        39         3       104
         1       181        38         2       168
         1        33        23         8        29
        29       120        18         7        86
        24       177         6         4       144
         8        70        29         7        56
        11       116        28         9        97
        11        31        27         8        18
        16        38        33         8        21
        17       128        27         4       100
        23        40        14         2        15
        20        94        32         2        59
        27       191        15         7       160
        22        69        33         4        28
        12       155        36         3       124
        27       109        31         1        76
         3       185        14         9       164
        25        58        14         4        14
        14        79        35         4        58
        12       151         8         8       133
        22       129        20         5        97
        28       159        21         8       117
        19       173        24         4       146
        28       187        38         4       156
         1       166        14         1       151
         1       166         7         9       160
        21       192        20         1       164
        26        73        27         7        42
End Problem Specification
