  50
  20
        27        46         2         8         5
        29        38         6         2         2
        20        24         7         1         0
        14        34         2         1         3
        21        32         4         7         5
        29        52         6         7        15
        12        32         8         5        12
        20        42         5         9         4
        21        48         7         3        14
        18        25         6         3         1
        26        56         7         3        17
        10        26         4         3        10
        19        27         8         5         6
        29        39         8         2         1
         7        42         3         8        17
        27        63         4         5        20
         2        20         6         8        12
         5        34         4         6        18
         6        37         4         9        21
        22        48         8         4        20
        10        31         5         5        20
        13        42         1         4        17
         3        13         1         5         7
        23        49         3         8        20
        14        40         4         9        11
        20        53         6         9        19
         5        17         1         7         9
        29        54         7         1         6
        25        52         9         3        20
        21        39         1         7         0
        29        46         4         3         0
         6        37         5         7        14
        26        49         6         1         4
         3        36         7         4        16
         4        28         9         1        15
        25        38         3         1        12
        13        29         4         1         9
        22        32         6         7         2
        12        17         1         4         0
        25        40         5         1         4
         4        17         8         2        10
         3        24         9         6         6
        22        31         8         5         8
        18        31         7         4        12
        28        56         6         1        14
        20        55         3         6        21
         3        17         3         3         2
        19        48         9         3        12
         3        13         7         4         5
         4        34         9         2        18
End Problem Specification
