  20
  20
        23        89         6         8        58
        18        62         1         5        39
        29        99         9         5        54
        29        94         1         6        50
         5        35         7         1        15
        17        29         7         1         4
         3        34         7         5        23
        23        94         6         1        70
         3        54         1         9        42
        14        44         2         1        17
         1        40         5         2        34
        12        77         3         1        55
         5        20         6         3         8
        26        30         1         4         3
        14        50         5         9        19
         3        29         5         3        13
        14        42         2         6        18
        21        36         9         2        13
        17        71         6         3        44
        11        79         6         7        67
End Problem Specification
