  20
  40
         5        31        33         9        17
        11        41        25         2        15
         7        38        25         6        17
         1        15        39         9        12
        25        52        33         3        15
        14        28         3         9        10
        28        60         8         9        16
        25        40        24         6         3
         5        37        20         6        17
        22        45        13         7        14
         9        28        20         3         5
         8        29        33         9         7
        28        61        16         6        18
         5        11        24         1         1
        21        34        20         5        10
         8        16        33         3         4
        15        51        30         2        17
        16        33        10         6        13
        20        42        35         9        10
        26        36        32         6         4
End Problem Specification
