  75
  40
        24        60        16         9        34
        28        73         5         4        36
         8        55        19         4        34
         3        17        19         1         3
         6        45        10         1        36
        15        23        13         9         2
         9        41        16         6        27
        13        59         9         8        32
        17        27         9         6         2
        23        31        12         6         5
        20        47         6         5        24
        23        34        10         8         1
        10        31         5         8         2
        28        39         7         6         9
        11        35        15         5        22
        13        32        17         6         8
        21        75        12         5        36
         7        38        14         8        15
        27        47        11         9        13
        18        63         7         1        28
        23        43        12         5        13
         3        10        17         1         3
        13        30        11         8        12
         3        27        15         3        18
        12        20        12         6         1
        17        26        15         3         4
         2        21        11         5         3
        16        32        18         9        14
         7        15        17         3         0
        15        52         9         4        32
        19        38        15         7        13
        20        37         8         7         3
         3        46        15         8        30
         7        49        16         1        24
         4        22        15         9         5
        21        49        19         4        10
         5        14        10         2         6
        29        58        17         7        11
        18        49        12         1        21
        18        41         9         8         9
        12        26        11         6        12
        12        39        12         6        19
        20        46        13         3        10
        23        50        14         4        26
        22        43        11         3         7
        21        43        12         4        16
         8        51         8         3        37
        15        21        12         1         4
        15        27        17         8         0
         8        58        16         6        31
         6        55        10         6        32
        23        65        14         4        25
         5        14        17         2         3
         1        17         5         7         5
        20        50         7         7        26
        17        25        19         3         4
         9        42        11         9        27
        24        66        16         5        32
        27        44        16         6         2
         7        20         6         8         2
         2        44         9         1        27
         7        23        18         9         7
        26        67        17         8        27
        16        42         7         9        17
        20        62        18         9        31
        14        37         7         8        22
         3        52         6         4        30
        12        43         9         5        28
        22        38         8         4         4
        16        27         7         2         3
        26        65        18         4        32
         8        29        11         1         2
        22        42         8         2         2
        12        48         9         3        27
        14        47         7         8        32
End Problem Specification
