  75
  20
        26        38         7         6         6
        25        61         7         4        32
        26        44         3         9         7
        21        48         9         3        16
        25        75         9         6        33
        26        49         2         7         6
         6        55         6         4        31
        21        41         2         3         8
         7        44         2         7        33
        21        28         5         2         6
         8         9         1         8         0
        12        25         6         3        10
         4        31         8         8        11
        15        50         7         9        27
        20        71         2         3        33
         7        22         1         1         6
        11        32         9         2        15
        19        46         8         9        13
        14        43         2         7        18
        14        28         2         2         1
        17        46         6         3        11
        10        18         2         4         4
        22        30         3         4         6
         1        47         8         4        30
        22        46         2         3        23
        25        67         2         9        31
        20        45         1         9        21
        20        62         1         5        33
         6        46         2         6        26
        11        36         1         8        23
         3        42         6         8        22
        21        28         7         5         6
        12        33         2         3         6
        12        29         8         4         3
        27        69         7         7        28
         1        26         9         8         9
        16        31         8         5         4
        26        57         8         3        23
        11        24         6         2        11
        25        40         7         7         4
        17        31         2         9         7
         9        44         9         7        30
        25        74         8         5        33
         3        29         5         8        11
        23        40         5         7         9
        19        42         9         5         9
        19        48         4         4        11
        14        29         3         7        11
         1        41         3         3        27
         7        38         7         7        14
        29        38         5         3         3
         5        25         9         7         6
        19        60         2         2        25
        11        24         5         7        11
        13        38         6         4         7
         6        41         4         9        32
         8        12         6         4         2
        16        38         1         7         9
        11        48         6         4        25
        17        33         2         1         1
        22        36         4         9        10
        10        45         5         7        21
         7        39         8         7        16
        21        49         5         6        25
        10        54         4         6        26
        14        34         7         9         5
         7        29         9         5         5
        12        55         3         6        27
        13        37         9         2         8
        26        63         7         9        25
         4        35         8         8        21
        13        24         3         4         4
        14        34         8         1        13
         8        43         6         1        33
        26        52         8         7        12
End Problem Specification
