  50
  20
        28       104        12         4        69
         7        89         5         9        69
         8        54        11         5        37
        27       191        14         6       161
        28       371         6         9       342
        27       314        14         9       273
        25       367        12         8       336
        16       268        13         1       241
        26       356         9         3       320
        13        77         8         6        58
        14       324         9         9       303
        10       281        14         8       259
        10       295        14         6       283
        15       242         7         5       213
        11       267        12         4       237
        16       217        13         6       186
         9       355        11         3       334
         9       184        13         6       159
        14       254        14         2       237
         3        34        14         1        18
        15       244         5         1       213
        26       248        13         3       221
        19       213        13         6       177
        15       277         7         3       261
        20       287         8         5       253
        18       187        12         3       166
        25       309         7         3       267
        27       140         5         4        96
        29       120        11         7        87
        25       352        14         6       313
         5        35         6         2        18
        11        44        14         6        31
        14       265        14         4       237
         6       313         5         5       288
        21        51        12         3        12
        26       126        13         7        99
         4       343        12         8       332
        12       152         5         5       133
        14       268        11         4       247
        25       328        10         1       296
         5        70        12         3        53
         9       204        12         9       191
        22        86        13         2        47
        27       297         6         9       252
         4       265         7         9       249
         1       308         8         1       288
         2       209        13         9       190
        18       138        11         2       117
        20       176        13         3       150
        27       110         5         6        76
End Problem Specification
