  20
  40
        23       141        28         3       107
         5       108        19         7        91
        28        89        12         6        50
        14        74        16         9        56
        23       146        28         2       117
        14        45        26         9        16
         6       102        26         7        94
        13        51        10         3        30
        21        31        29         8         2
         4       133        19         3       116
         5       122        28         5        98
         1       106        29         5        91
        27       136        19         4        96
        15        59        27         5        25
        11        52        24         3        28
        13        30        16         6         8
        18        71        21         7        52
        10        53        25         8        36
         3       108        21         6       103
        15       105        10         6        71
End Problem Specification
