  50
  40
        24        51        21         2        22
        26        33        34         1         5
        25        30        34         4         4
         8        25        38         9         4
        23        34        14         1         3
        23        65        32         9        25
        27        39         1         3         6
        25        65        35         8        33
        27        59        23         4        14
        22        30        18         1         3
         6        61        21         9        38
         2        35        24         8        23
         4        63        33         9        42
        19        77        13         6        48
        19        42        10         6        14
        14        54         2         2        27
        15        48         1         5        16
        25        41        38         6         0
        18        70        25         1        33
        26        38        15         1         1
        15        63        14         6        44
        13        38        26         2         9
        11        60         4         7        33
        29        79        27         5        42
        26        71        13         3        26
         6        31        16         8        18
        16        39        33         4         4
        20        50        19         3        12
        27        81         9         5        37
        25        75         7         6        38
        22        33         3         2         9
        27        64        21         3        20
        26        79        33         6        39
        16        60        24         4        40
         7        58        37         8        47
         8        62         1         7        40
        21        33        19         2         6
         3        65        27         9        47
        25        46        26         9        19
        14        80        15         7        47
        23        59        19         2        34
        23        55        10         8        16
        14        44        26         4        14
         7        51        17         5        41
        23        61        24         8        21
        14        69        19         3        41
         4        37        28         7        22
         2        44        19         1        38
        13        46        30         7        25
         7        51         6         3        41
End Problem Specification
