  20
  20
        29        58         5         9        15
        29        51        12         7        15
        17        47         3         3        12
         2        16        15         7         2
        16        43        15         6         9
        20        45         1         7        11
         2        21        16         2        13
        23        41        16         5         5
         3        31        12         7        12
        12        18        13         9         5
        17        23        13         9         3
        15        48         4         6        17
         7        35         3         9        12
        25        45        18         2         6
         1        13        18         9         7
        20        45        19         3         6
         8        27         8         9         9
        19        38         1         1         1
        11        24         3         6        12
        14        23        10         5         0
End Problem Specification
