  75
  20
        16       513         8         3       484
        12       541        17         5       516
         9       231        18         9       214
        16       184        15         8       167
        20       443         8         4       422
        21       341         6         2       312
        29       584         4         6       549
        28       495         2         4       457
        13        46        12         1        19
        22       421         3         2       391
        22       105        17         9        80
         3       304         6         7       297
        29       107        17         9        76
        23       348         9         2       319
        22       132         6         3       102
        20       354        12         7       328
        15       220         8         7       192
         8       129         7         7       115
        14       220         9         9       187
         1       549         3         4       531
        11       239         2         4       226
         3        38         5         7        31
        19       511         1         9       486
         6       567        14         6       548
         8       272        14         7       258
        20        84        11         8        52
        24       495         4         9       452
         6       467        18         3       449
        28       159         9         3       121
         9       279        10         2       263
        18       418        17         6       392
        24       225         2         4       194
         7       296        13         3       284
        23       576        16         5       545
        24       301        17         7       272
         6       557        14         6       548
        18       138        15         9       113
        11       154        10         9       129
        28       493        18         7       454
        28       113         2         1        66
        13        86         6         6        55
        14       379         6         7       350
         3       458        19         3       443
         3       191         9         5       172
        19       256        10         2       229
        24       240        16         1       197
         3       457        12         5       446
         9       328         1         4       309
        21       246         5         2       210
        29       218        17         6       182
        16       164        19         4       142
        17       208         2         6       186
        24       535        11         1       505
        26       353        12         9       310
         5        19        10         1         8
         9       227         2         7       217
        18       290         7         7       253
         4       154         6         9       143
        27       239         1         6       211
        29       236        19         5       191
         8       361        15         3       344
         5       494        11         6       479
         1       507        13         9       503
        26       305        15         3       273
         1       150        14         2       142
         6       291        19         5       279
        23       513         2         5       484
        15       492        12         2       465
        22       300         2         5       269
         7       390        13         3       377
        24       283         8         1       246
         7       566         5         3       550
        19       276         3         3       243
        20       312         6         4       288
        29       178         9         2       130
End Problem Specification
