  75
  40
         6       228        25         2       212
        24       267        37         1       240
        14        28        27         4        10
        25       288         3         3       244
        12       184        11         4       158
        26       286        30         1       247
         7       228        32         1       212
        29       211        21         7       171
        18       145         7         7       110
        16       256        30         7       234
        10        53        35         3        26
         7       128        22         7       117
        16       216        35         7       198
        24        70        31         3        41
        29       256         4         1       213
         2       287        37         2       273
         8        27        16         5         5
        18       235        22         4       199
         4       275         8         4       265
        24       311         3         9       273
         6        99        19         8        91
         3       222        28         3       215
         7       214        33         9       202
         7       275         2         3       259
        15       276        27         9       247
        16       177        21         3       160
        21       134         6         4        96
        11       254        12         3       240
        27       276        11         8       244
         4       268        13         3       254
        19       303        35         6       266
        17       117        26         1        91
        24       263        12         6       236
        21        55        31         1        24
        27       196        21         3       158
        25       205        17         2       175
         3       268        11         7       249
        14       283        14         1       263
        23        77         8         8        51
        10       226        15         7       198
        28       170         6         8       133
        19        75         6         8        39
         3        86        27         8        79
        15       103        21         6        73
        26       237        28         3       201
        23       283        39         9       252
        14        36        11         9        14
        25        75         2         6        47
        18       110        34         3        91
        11       167        10         9       139
        19       241        27         5       203
        18        82        22         1        56
        22       164        32         2       127
         9       174        18         9       148
        26        78        17         1        48
        20       261        21         8       225
        12       296        23         8       272
         1        29        11         9        15
        16       305        32         1       273
         4       143        23         8       126
        21       107        12         9        78
        22       106        32         4        76
         9       223        23         5       204
        23       267         2         5       231
        11       171        39         5       156
        26       200         1         5       163
        17       119         7         3        88
        10        37        22         3         8
        10       136        38         1       113
        11       243         4         3       217
        11       127        34         7       110
         8        86        23         2        61
        25       160        39         8       118
        27       208        38         6       168
        11        82         5         7        60
End Problem Specification
