  20
  20
         4        25         5         5         7
        17        48         5         3        17
        18        25        14         7         4
        13        14        10         3         0
         7        36         5         5        11
        29        38         6         8         5
         7        25        10         2         7
        26        38        14         4         0
        12        33         5         8        10
         9        15        11         9         2
         7        16        14         3         0
         7        34         7         8        18
         6        35        11         8        18
        14        35         8         5        11
        12        28         8         8         2
        26        40        10         8         9
        18        26        14         7         1
         8        33        11         7         7
         5        23        10         9         2
        25        43         6         9        12
End Problem Specification
